epoch,weights
282,0.395738
283,0.39578
284,0.395821
285,0.39586
286,0.395899
287,0.395937
288,0.395975
289,0.396011
290,0.396047
291,0.396081
292,0.396115
293,0.396148
294,0.396181
295,0.396212
296,0.396243
297,0.396273
298,0.396303
299,0.396332
300,0.39636
301,0.396388
302,0.396415
303,0.396441
304,0.396467
305,0.396492
306,0.396516
307,0.39654
308,0.396564
309,0.396587
310,0.396609
311,0.396631
312,0.396653
313,0.396674
314,0.396694
315,0.396714
316,0.396734
317,0.396753
318,0.396772
319,0.39679
320,0.396808
321,0.396826
322,0.396843
323,0.396859
324,0.396876
325,0.396892
326,0.396908
327,0.396923
328,0.396938
329,0.396953
330,0.396967
331,0.396981
332,0.396995
333,0.397008
334,0.397021
335,0.397034
336,0.397047
337,0.397059
338,0.397071
339,0.397083
340,0.397094
341,0.397106
342,0.397117
343,0.397127
344,0.397138
345,0.397148
346,0.397159
347,0.397169
348,0.397178
349,0.397188
350,0.397197
351,0.397206
352,0.397215
353,0.397224
354,0.397233
355,0.397241
356,0.397249
357,0.397257
358,0.397265
359,0.397273
360,0.39728
361,0.397288
362,0.397295
363,0.397302
364,0.397309
365,0.397316
366,0.397323
367,0.397329
368,0.397336
369,0.397342
370,0.397348
371,0.397354
372,0.39736
373,0.397366
374,0.397372
375,0.397378
376,0.397383
377,0.397389
378,0.397394
379,0.397399
380,0.397404
381,0.397409
382,0.397414
383,0.397419
384,0.397424
385,0.397429
386,0.397433
387,0.397438
388,0.397442
389,0.397446
390,0.397451
391,0.397455
392,0.397459
393,0.397463
394,0.397467
395,0.397471
396,0.397475
397,0.397479
398,0.397482
399,0.397486
400,0.39749
401,0.397493
402,0.397497
403,0.3975
404,0.397504
405,0.397507
406,0.39751
407,0.397513
408,0.397517
409,0.39752
410,0.397523
411,0.397526
412,0.397529
413,0.397532
414,0.397535
415,0.397537
416,0.39754
417,0.397543
418,0.397546
419,0.397548
420,0.397551
421,0.397554
422,0.397556
423,0.397559
424,0.397561
425,0.397564
426,0.397566
427,0.397569
428,0.397571
429,0.397574
430,0.397576
431,0.397578
432,0.39758
433,0.397583
434,0.397585
435,0.397587
436,0.397589
437,0.397591
438,0.397594
439,0.397596
440,0.397598
441,0.3976
442,0.397602
443,0.397604
444,0.397606
445,0.397608
446,0.39761
447,0.397612
448,0.397614
449,0.397615
450,0.397617
451,0.397619
452,0.397621
453,0.397623
454,0.397625
455,0.397626
456,0.397628
457,0.39763
458,0.397632
459,0.397633
460,0.397635
461,0.397637
462,0.397638
463,0.39764
464,0.397642
465,0.397643
466,0.397645
467,0.397647
468,0.397648
469,0.39765
470,0.397651
471,0.397653
472,0.397655
473,0.397656
474,0.397658
475,0.397659
476,0.397661
477,0.397662
478,0.397664
479,0.397665
480,0.397667
481,0.397668
482,0.39767
483,0.397671
484,0.397672
485,0.397674
486,0.397675
487,0.397677
488,0.397678
489,0.39768
490,0.397681
491,0.397682
492,0.397684
493,0.397685
494,0.397686
495,0.397688
496,0.397689
497,0.397691
498,0.397692
499,0.397693
500,0.397695
501,0.397696
502,0.397697
503,0.397699
504,0.3977
505,0.397701
506,0.397702
507,0.397704
508,0.397705
509,0.397706
510,0.397708
511,0.397709
512,0.39771
513,0.397711
514,0.397713
515,0.397714
516,0.397715
517,0.397716
518,0.397718
519,0.397719
520,0.39772
521,0.397721
522,0.397723
523,0.397724
524,0.397725
525,0.397726
526,0.397728
527,0.397729
528,0.39773
529,0.397731
530,0.397732
531,0.397734
532,0.397735
533,0.397736
534,0.397737
535,0.397739
536,0.39774
537,0.397741
538,0.397742
539,0.397743
540,0.397744
541,0.397746
542,0.397747
543,0.397748
544,0.397749
545,0.39775
546,0.397752
547,0.397753
548,0.397754
549,0.397755
550,0.397756
551,0.397757
552,0.397759
553,0.39776
554,0.397761
555,0.397762
556,0.397763
557,0.397764
558,0.397765
559,0.397767
560,0.397768
561,0.397769
562,0.39777
563,0.397771
564,0.397772
565,0.397774
566,0.397775
567,0.397776
568,0.397777
569,0.397778
570,0.397779
571,0.39778
572,0.397781
573,0.397783
574,0.397784
575,0.397785
576,0.397786
577,0.397787
578,0.397788
579,0.397789
580,0.39779
581,0.397792
582,0.397793
583,0.397794
584,0.397795
585,0.397796
586,0.397797
587,0.397798
588,0.397799
589,0.397801
590,0.397802
591,0.397803
592,0.397804
593,0.397805
594,0.397806
595,0.397807
596,0.397808
597,0.397809
598,0.397811
599,0.397812
600,0.397813
601,0.397814
602,0.397815
603,0.397816
604,0.397817
605,0.397818
606,0.397819
607,0.397821
608,0.397822
609,0.397823
610,0.397824
611,0.397825
612,0.397826
613,0.397827
614,0.397828
615,0.397829
616,0.39783
617,0.397832
618,0.397833
619,0.397834
620,0.397835
621,0.397836
622,0.397837
623,0.397838
624,0.397839
625,0.39784
626,0.397841
627,0.397842
628,0.397844
629,0.397845
630,0.397846
631,0.397847
632,0.397848
633,0.397849
634,0.39785
635,0.397851
636,0.397852
637,0.397853
638,0.397854
639,0.397856
640,0.397857
641,0.397858
642,0.397859
643,0.39786
644,0.397861
645,0.397862
646,0.397863
647,0.397864
648,0.397865
649,0.397866
650,0.397867
651,0.397869
652,0.39787
653,0.397871
654,0.397872
655,0.397873
656,0.397874
657,0.397875
658,0.397876
659,0.397877
660,0.397878
661,0.397879
662,0.39788
663,0.397881
664,0.397883
665,0.397884
666,0.397885
667,0.397886
668,0.397887
669,0.397888
670,0.397889
671,0.39789
672,0.397891
673,0.397892
674,0.397893
675,0.397894
676,0.397895
677,0.397897
678,0.397898
679,0.397899
680,0.3979
681,0.397901
682,0.397902
683,0.397903
684,0.397904
685,0.397905
686,0.397906
687,0.397907
688,0.397908
689,0.397909
690,0.39791
691,0.397912
692,0.397913
693,0.397914
694,0.397915
695,0.397916
696,0.397917
697,0.397918
698,0.397919
699,0.39792
700,0.397921
701,0.397922
702,0.397923
703,0.397924
704,0.397925
705,0.397926
706,0.397928
707,0.397929
708,0.39793
709,0.397931
710,0.397932
711,0.397933
712,0.397934
713,0.397935
714,0.397936
715,0.397937
716,0.397938
717,0.397939
718,0.39794
719,0.397941
720,0.397942
721,0.397943
722,0.397945
723,0.397946
724,0.397947
725,0.397948
726,0.397949
727,0.39795
728,0.397951
729,0.397952
730,0.397953
731,0.397954
732,0.397955
733,0.397956
734,0.397957
735,0.397958
736,0.397959
737,0.39796
738,0.397961
739,0.397963
740,0.397964
741,0.397965
742,0.397966
743,0.397967
744,0.397968
745,0.397969
746,0.39797
747,0.397971
748,0.397972
749,0.397973
750,0.397974
751,0.397975
752,0.397976
753,0.397977
754,0.397978
755,0.397979
756,0.39798
757,0.397982
758,0.397983
759,0.397984
760,0.397985
761,0.397986
762,0.397987
763,0.397988
764,0.397989
765,0.39799
766,0.397991
767,0.397992
768,0.397993
769,0.397994
770,0.397995
771,0.397996
772,0.397997
773,0.397998
774,0.397999
775,0.398
776,0.398002
777,0.398003
778,0.398004
779,0.398005
780,0.398006
781,0.398007
782,0.398008
783,0.398009
784,0.39801
785,0.398011
786,0.398012
787,0.398013
788,0.398014
789,0.398015
790,0.398016
791,0.398017
792,0.398018
793,0.398019
794,0.39802
795,0.398021
796,0.398022
797,0.398023
798,0.398025
799,0.398026
800,0.398027
801,0.398028
802,0.398029
803,0.39803
804,0.398031
805,0.398032
806,0.398033
807,0.398034
808,0.398035
809,0.398036
810,0.398037
811,0.398038
812,0.398039
813,0.39804
814,0.398041
815,0.398042
816,0.398043
817,0.398044
818,0.398045
819,0.398046
820,0.398047
821,0.398048
822,0.39805
823,0.398051
824,0.398052
825,0.398053
826,0.398054
827,0.398055
828,0.398056
829,0.398057
830,0.398058
831,0.398059
832,0.39806
833,0.398061
834,0.398062
835,0.398063
836,0.398064
837,0.398065
838,0.398066
839,0.398067
840,0.398068
841,0.398069
842,0.39807
843,0.398071
844,0.398072
845,0.398073
846,0.398074
847,0.398075
848,0.398076
849,0.398078
850,0.398079
851,0.39808
852,0.398081
853,0.398082
854,0.398083
855,0.398084
856,0.398085
857,0.398086
858,0.398087
859,0.398088
860,0.398089
861,0.39809
862,0.398091
863,0.398092
864,0.398093
865,0.398094
866,0.398095
867,0.398096
868,0.398097
869,0.398098
870,0.398099
871,0.3981
872,0.398101
873,0.398102
874,0.398103
875,0.398104
876,0.398105
877,0.398106
878,0.398107
879,0.398108
880,0.398109
881,0.39811
882,0.398112
883,0.398113
884,0.398114
885,0.398115
886,0.398116
887,0.398117
888,0.398118
889,0.398119
890,0.39812
891,0.398121
892,0.398122
893,0.398123
894,0.398124
895,0.398125
896,0.398126
897,0.398127
898,0.398128
899,0.398129
900,0.39813
901,0.398131
902,0.398132
903,0.398133
904,0.398134
905,0.398135
906,0.398136
907,0.398137
908,0.398138
909,0.398139
910,0.39814
911,0.398141
912,0.398142
913,0.398143
914,0.398144
915,0.398145
916,0.398146
917,0.398147
918,0.398148
919,0.398149
920,0.39815
921,0.398151
922,0.398152
923,0.398153
924,0.398154
925,0.398155
926,0.398156
927,0.398157
928,0.398159
929,0.39816
930,0.398161
931,0.398162
932,0.398163
933,0.398164
934,0.398165
935,0.398166
936,0.398167
937,0.398168
938,0.398169
939,0.39817
940,0.398171
941,0.398172
942,0.398173
943,0.398174
944,0.398175
945,0.398176
946,0.398177
947,0.398178
948,0.398179
949,0.39818
950,0.398181
951,0.398182
952,0.398183
953,0.398184
954,0.398185
955,0.398186
956,0.398187
957,0.398188
958,0.398189
959,0.39819
960,0.398191
961,0.398192
962,0.398193
963,0.398194
964,0.398195
965,0.398196
966,0.398197
967,0.398198
968,0.398199
969,0.3982
970,0.398201
971,0.398202
972,0.398203
973,0.398204
974,0.398205
975,0.398206
976,0.398207
977,0.398208
978,0.398209
979,0.39821
980,0.398211
981,0.398212
982,0.398213
983,0.398214
984,0.398215
985,0.398216
986,0.398217
987,0.398218
988,0.398219
989,0.39822
990,0.398221
991,0.398222
992,0.398223
993,0.398224
994,0.398225
995,0.398226
996,0.398227
997,0.398228
998,0.398229
999,0.39823
1000,0.398231
1001,0.398232
1002,0.398233
1003,0.398234
1004,0.398235
1005,0.398236
1006,0.398237
1007,0.398238
1008,0.398239
1009,0.39824
1010,0.398241
1011,0.398242
1012,0.398243
1013,0.398244
1014,0.398245
1015,0.398246
1016,0.398247
1017,0.398248
1018,0.398249
1019,0.39825
1020,0.398251
1021,0.398252
1022,0.398253
1023,0.398254
1024,0.398255
1025,0.398256
1026,0.398257
1027,0.398258
1028,0.398259
1029,0.39826
1030,0.398261
1031,0.398262
1032,0.398263
1033,0.398264
1034,0.398265
1035,0.398266
1036,0.398267
1037,0.398268
1038,0.398269
1039,0.39827
1040,0.398271
1041,0.398272
1042,0.398273
1043,0.398274
1044,0.398275
1045,0.398276
1046,0.398277
1047,0.398278
1048,0.398279
1049,0.39828
1050,0.398281
1051,0.398282
1052,0.398283
1053,0.398284
1054,0.398285
1055,0.398286
1056,0.398287
1057,0.398288
1058,0.398289
1059,0.39829
1060,0.398291
1061,0.398292
1062,0.398293
1063,0.398294
1064,0.398295
1065,0.398296
1066,0.398297
1067,0.398298
1068,0.398299
1069,0.3983
1070,0.398301
1071,0.398302
1072,0.398303
1073,0.398304
1074,0.398305
1075,0.398306
1076,0.398307
1077,0.398308
1078,0.398309
1079,0.39831
1080,0.398311
1081,0.398312
1082,0.398313
1083,0.398314
1084,0.398315
1085,0.398316
1086,0.398317
1087,0.398318
1088,0.398319
1089,0.39832
1090,0.398321
1091,0.398322
1092,0.398323
1093,0.398324
1094,0.398325
1095,0.398326
1096,0.398327
1097,0.398328
1098,0.398329
1099,0.398329
1100,0.39833
1101,0.398331
1102,0.398332
1103,0.398333
1104,0.398334
1105,0.398335
1106,0.398336
1107,0.398337
1108,0.398338
1109,0.398339
1110,0.39834
1111,0.398341
1112,0.398342
1113,0.398343
1114,0.398344
1115,0.398345
1116,0.398346
1117,0.398347
1118,0.398348
1119,0.398349
1120,0.39835
1121,0.398351
1122,0.398352
1123,0.398353
1124,0.398354
1125,0.398355
1126,0.398356
1127,0.398357
1128,0.398358
1129,0.398359
1130,0.39836
1131,0.398361
1132,0.398362
1133,0.398363
1134,0.398364
1135,0.398365
1136,0.398366
1137,0.398367
1138,0.398368
1139,0.398369
1140,0.39837
1141,0.398371
1142,0.398372
1143,0.398373
1144,0.398374
1145,0.398375
1146,0.398375
1147,0.398376
1148,0.398377
1149,0.398378
1150,0.398379
1151,0.39838
1152,0.398381
1153,0.398382
1154,0.398383
1155,0.398384
1156,0.398385
1157,0.398386
1158,0.398387
1159,0.398388
1160,0.398389
1161,0.39839
1162,0.398391
1163,0.398392
1164,0.398393
1165,0.398394
1166,0.398395
1167,0.398396
1168,0.398397
1169,0.398398
1170,0.398399
1171,0.3984
1172,0.398401
1173,0.398402
1174,0.398403
1175,0.398404
1176,0.398405
1177,0.398406
1178,0.398407
1179,0.398407
1180,0.398408
1181,0.398409
1182,0.39841
1183,0.398411
1184,0.398412
1185,0.398413
1186,0.398414
1187,0.398415
1188,0.398416
1189,0.398417
1190,0.398418
1191,0.398419
1192,0.39842
1193,0.398421
1194,0.398422
1195,0.398423
1196,0.398424
1197,0.398425
1198,0.398426
1199,0.398427
1200,0.398428
1201,0.398429
1202,0.39843
1203,0.398431
1204,0.398432
1205,0.398433
1206,0.398434
1207,0.398435
1208,0.398435
1209,0.398436
1210,0.398437
1211,0.398438
1212,0.398439
1213,0.39844
1214,0.398441
1215,0.398442
1216,0.398443
1217,0.398444
1218,0.398445
1219,0.398446
1220,0.398447
1221,0.398448
1222,0.398449
1223,0.39845
1224,0.398451
1225,0.398452
1226,0.398453
1227,0.398454
1228,0.398455
1229,0.398456
1230,0.398457
1231,0.398458
1232,0.398458
1233,0.398459
1234,0.39846
1235,0.398461
1236,0.398462
1237,0.398463
1238,0.398464
1239,0.398465
1240,0.398466
1241,0.398467
1242,0.398468
1243,0.398469
1244,0.39847
1245,0.398471
1246,0.398472
1247,0.398473
1248,0.398474
1249,0.398475
1250,0.398476
1251,0.398477
1252,0.398478
1253,0.398479
1254,0.398479
1255,0.39848
1256,0.398481
1257,0.398482
1258,0.398483
1259,0.398484
1260,0.398485
1261,0.398486
1262,0.398487
1263,0.398488
1264,0.398489
1265,0.39849
1266,0.398491
1267,0.398492
1268,0.398493
1269,0.398494
1270,0.398495
1271,0.398496
1272,0.398497
1273,0.398498
1274,0.398499
1275,0.398499
1276,0.3985
1277,0.398501
1278,0.398502
1279,0.398503
1280,0.398504
1281,0.398505
1282,0.398506
1283,0.398507
1284,0.398508
1285,0.398509
1286,0.39851
1287,0.398511
1288,0.398512
1289,0.398513
1290,0.398514
1291,0.398515
1292,0.398516
1293,0.398517
1294,0.398517
1295,0.398518
1296,0.398519
1297,0.39852
1298,0.398521
1299,0.398522
1300,0.398523
1301,0.398524
1302,0.398525
1303,0.398526
1304,0.398527
1305,0.398528
1306,0.398529
1307,0.39853
1308,0.398531
1309,0.398532
1310,0.398533
1311,0.398533
1312,0.398534
1313,0.398535
1314,0.398536
1315,0.398537
1316,0.398538
1317,0.398539
1318,0.39854
1319,0.398541
1320,0.398542
1321,0.398543
1322,0.398544
1323,0.398545
1324,0.398546
1325,0.398547
1326,0.398548
1327,0.398549
1328,0.398549
1329,0.39855
1330,0.398551
1331,0.398552
1332,0.398553
1333,0.398554
1334,0.398555
1335,0.398556
1336,0.398557
1337,0.398558
1338,0.398559
1339,0.39856
1340,0.398561
1341,0.398562
1342,0.398563
1343,0.398564
1344,0.398564
1345,0.398565
1346,0.398566
1347,0.398567
1348,0.398568
1349,0.398569
1350,0.39857
1351,0.398571
1352,0.398572
1353,0.398573
1354,0.398574
1355,0.398575
1356,0.398576
1357,0.398577
1358,0.398578
1359,0.398578
1360,0.398579
1361,0.39858
1362,0.398581
1363,0.398582
1364,0.398583
1365,0.398584
1366,0.398585
1367,0.398586
1368,0.398587
1369,0.398588
1370,0.398589
1371,0.39859
1372,0.398591
1373,0.398592
1374,0.398592
1375,0.398593
1376,0.398594
1377,0.398595
1378,0.398596
1379,0.398597
1380,0.398598
1381,0.398599
1382,0.3986
1383,0.398601
1384,0.398602
1385,0.398603
1386,0.398604
1387,0.398605
1388,0.398605
1389,0.398606
1390,0.398607
1391,0.398608
1392,0.398609
1393,0.39861
1394,0.398611
1395,0.398612
1396,0.398613
1397,0.398614
1398,0.398615
1399,0.398616
1400,0.398617
1401,0.398618
1402,0.398618
1403,0.398619
1404,0.39862
1405,0.398621
1406,0.398622
1407,0.398623
1408,0.398624
1409,0.398625
1410,0.398626
1411,0.398627
1412,0.398628
1413,0.398629
1414,0.39863
1415,0.39863
1416,0.398631
1417,0.398632
1418,0.398633
1419,0.398634
1420,0.398635
1421,0.398636
1422,0.398637
1423,0.398638
1424,0.398639
1425,0.39864
1426,0.398641
1427,0.398641
1428,0.398642
1429,0.398643
1430,0.398644
1431,0.398645
1432,0.398646
1433,0.398647
1434,0.398648
1435,0.398649
1436,0.39865
1437,0.398651
1438,0.398652
1439,0.398653
1440,0.398653
1441,0.398654
1442,0.398655
1443,0.398656
1444,0.398657
1445,0.398658
1446,0.398659
1447,0.39866
1448,0.398661
1449,0.398662
1450,0.398663
1451,0.398664
1452,0.398664
1453,0.398665
1454,0.398666
1455,0.398667
1456,0.398668
1457,0.398669
1458,0.39867
1459,0.398671
1460,0.398672
1461,0.398673
1462,0.398674
1463,0.398674
1464,0.398675
1465,0.398676
1466,0.398677
1467,0.398678
1468,0.398679
1469,0.39868
1470,0.398681
1471,0.398682
1472,0.398683
1473,0.398684
1474,0.398685
1475,0.398685
1476,0.398686
1477,0.398687
1478,0.398688
1479,0.398689
1480,0.39869
1481,0.398691
1482,0.398692
1483,0.398693
1484,0.398694
1485,0.398695
1486,0.398695
1487,0.398696
1488,0.398697
1489,0.398698
1490,0.398699
1491,0.3987
1492,0.398701
1493,0.398702
1494,0.398703
1495,0.398704
1496,0.398705
1497,0.398705
1498,0.398706
1499,0.398707
1500,0.398708
1501,0.398709
1502,0.39871
1503,0.398711
1504,0.398712
1505,0.398713
1506,0.398714
1507,0.398715
1508,0.398715
1509,0.398716
1510,0.398717
1511,0.398718
1512,0.398719
1513,0.39872
1514,0.398721
1515,0.398722
1516,0.398723
1517,0.398724
1518,0.398724
1519,0.398725
1520,0.398726
1521,0.398727
1522,0.398728
1523,0.398729
1524,0.39873
1525,0.398731
1526,0.398732
1527,0.398733
1528,0.398733
1529,0.398734
1530,0.398735
1531,0.398736
1532,0.398737
1533,0.398738
1534,0.398739
1535,0.39874
1536,0.398741
1537,0.398742
1538,0.398743
1539,0.398743
1540,0.398744
1541,0.398745
1542,0.398746
1543,0.398747
1544,0.398748
1545,0.398749
1546,0.39875
1547,0.398751
1548,0.398751
1549,0.398752
1550,0.398753
1551,0.398754
1552,0.398755
1553,0.398756
1554,0.398757
1555,0.398758
1556,0.398759
1557,0.39876
1558,0.39876
1559,0.398761
1560,0.398762
1561,0.398763
1562,0.398764
1563,0.398765
1564,0.398766
1565,0.398767
1566,0.398768
1567,0.398769
1568,0.398769
1569,0.39877
1570,0.398771
1571,0.398772
1572,0.398773
1573,0.398774
1574,0.398775
1575,0.398776
1576,0.398777
1577,0.398777
1578,0.398778
1579,0.398779
1580,0.39878
1581,0.398781
1582,0.398782
1583,0.398783
1584,0.398784
1585,0.398785
1586,0.398785
1587,0.398786
1588,0.398787
1589,0.398788
1590,0.398789
1591,0.39879
1592,0.398791
1593,0.398792
1594,0.398793
1595,0.398794
1596,0.398794
1597,0.398795
1598,0.398796
1599,0.398797
1600,0.398798
1601,0.398799
1602,0.3988
1603,0.398801
1604,0.398802
1605,0.398802
1606,0.398803
1607,0.398804
1608,0.398805
1609,0.398806
1610,0.398807
1611,0.398808
1612,0.398809
1613,0.398809
1614,0.39881
1615,0.398811
1616,0.398812
1617,0.398813
1618,0.398814
1619,0.398815
1620,0.398816
1621,0.398817
1622,0.398817
1623,0.398818
1624,0.398819
1625,0.39882
1626,0.398821
1627,0.398822
1628,0.398823
1629,0.398824
1630,0.398825
1631,0.398825
1632,0.398826
1633,0.398827
1634,0.398828
1635,0.398829
1636,0.39883
1637,0.398831
1638,0.398832
1639,0.398832
1640,0.398833
1641,0.398834
1642,0.398835
1643,0.398836
1644,0.398837
1645,0.398838
1646,0.398839
1647,0.39884
1648,0.39884
1649,0.398841
1650,0.398842
1651,0.398843
1652,0.398844
1653,0.398845
1654,0.398846
1655,0.398847
1656,0.398847
1657,0.398848
1658,0.398849
1659,0.39885
1660,0.398851
1661,0.398852
1662,0.398853
1663,0.398854
1664,0.398854
1665,0.398855
1666,0.398856
1667,0.398857
1668,0.398858
1669,0.398859
1670,0.39886
1671,0.398861
1672,0.398861
1673,0.398862
1674,0.398863
1675,0.398864
1676,0.398865
1677,0.398866
1678,0.398867
1679,0.398868
1680,0.398868
1681,0.398869
1682,0.39887
1683,0.398871
1684,0.398872
1685,0.398873
1686,0.398874
1687,0.398875
1688,0.398875
1689,0.398876
1690,0.398877
1691,0.398878
1692,0.398879
1693,0.39888
1694,0.398881
1695,0.398882
1696,0.398882
1697,0.398883
1698,0.398884
1699,0.398885
1700,0.398886
1701,0.398887
1702,0.398888
1703,0.398889
1704,0.398889
1705,0.39889
1706,0.398891
1707,0.398892
1708,0.398893
1709,0.398894
1710,0.398895
1711,0.398896
1712,0.398896
1713,0.398897
1714,0.398898
1715,0.398899
1716,0.3989
1717,0.398901
1718,0.398902
1719,0.398902
1720,0.398903
1721,0.398904
1722,0.398905
1723,0.398906
1724,0.398907
1725,0.398908
1726,0.398909
1727,0.398909
1728,0.39891
1729,0.398911
1730,0.398912
1731,0.398913
1732,0.398914
1733,0.398915
1734,0.398915
1735,0.398916
1736,0.398917
1737,0.398918
1738,0.398919
1739,0.39892
1740,0.398921
1741,0.398922
1742,0.398922
1743,0.398923
1744,0.398924
1745,0.398925
1746,0.398926
1747,0.398927
1748,0.398928
1749,0.398928
1750,0.398929
1751,0.39893
1752,0.398931
1753,0.398932
1754,0.398933
1755,0.398934
1756,0.398934
1757,0.398935
1758,0.398936
1759,0.398937
1760,0.398938
1761,0.398939
1762,0.39894
1763,0.39894
1764,0.398941
1765,0.398942
1766,0.398943
1767,0.398944
1768,0.398945
1769,0.398946
1770,0.398947
1771,0.398947
1772,0.398948
1773,0.398949
1774,0.39895
1775,0.398951
1776,0.398952
1777,0.398953
1778,0.398953
1779,0.398954
1780,0.398955
1781,0.398956
1782,0.398957
1783,0.398958
1784,0.398959
1785,0.398959
1786,0.39896
1787,0.398961
1788,0.398962
1789,0.398963
1790,0.398964
1791,0.398965
1792,0.398965
1793,0.398966
1794,0.398967
1795,0.398968
1796,0.398969
1797,0.39897
1798,0.39897
1799,0.398971
1800,0.398972
1801,0.398973
1802,0.398974
1803,0.398975
1804,0.398976
1805,0.398976
1806,0.398977
1807,0.398978
1808,0.398979
1809,0.39898
1810,0.398981
1811,0.398982
1812,0.398982
1813,0.398983
1814,0.398984
1815,0.398985
1816,0.398986
1817,0.398987
1818,0.398988
1819,0.398988
1820,0.398989
1821,0.39899
1822,0.398991
1823,0.398992
1824,0.398993
1825,0.398993
1826,0.398994
1827,0.398995
1828,0.398996
1829,0.398997
1830,0.398998
1831,0.398999
1832,0.398999
1833,0.399
1834,0.399001
1835,0.399002
1836,0.399003
1837,0.399004
1838,0.399005
1839,0.399005
1840,0.399006
1841,0.399007
1842,0.399008
1843,0.399009
1844,0.39901
1845,0.39901
1846,0.399011
1847,0.399012
1848,0.399013
1849,0.399014
1850,0.399015
1851,0.399016
1852,0.399016
1853,0.399017
1854,0.399018
1855,0.399019
1856,0.39902
1857,0.399021
1858,0.399021
1859,0.399022
1860,0.399023
1861,0.399024
1862,0.399025
