epoch,weights
12383,0.402727
12384,0.402727
12385,0.402727
12386,0.402727
12387,0.402727
12388,0.402727
12389,0.402727
12390,0.402727
12391,0.402728
12392,0.402728
12393,0.402728
12394,0.402728
12395,0.402728
12396,0.402728
12397,0.402728
12398,0.402728
12399,0.402728
12400,0.402729
12401,0.402729
12402,0.402729
12403,0.402729
12404,0.402729
12405,0.402729
12406,0.402729
12407,0.402729
12408,0.402729
12409,0.402729
12410,0.40273
12411,0.40273
12412,0.40273
12413,0.40273
12414,0.40273
12415,0.40273
12416,0.40273
12417,0.40273
12418,0.40273
12419,0.40273
12420,0.402731
12421,0.402731
12422,0.402731
12423,0.402731
12424,0.402731
12425,0.402731
12426,0.402731
12427,0.402731
12428,0.402731
12429,0.402731
12430,0.402732
12431,0.402732
12432,0.402732
12433,0.402732
12434,0.402732
12435,0.402732
12436,0.402732
12437,0.402732
12438,0.402732
12439,0.402733
12440,0.402733
12441,0.402733
12442,0.402733
12443,0.402733
12444,0.402733
12445,0.402733
12446,0.402733
12447,0.402733
12448,0.402733
12449,0.402734
12450,0.402734
12451,0.402734
12452,0.402734
12453,0.402734
12454,0.402734
12455,0.402734
12456,0.402734
12457,0.402734
12458,0.402734
12459,0.402735
12460,0.402735
12461,0.402735
12462,0.402735
12463,0.402735
12464,0.402735
12465,0.402735
12466,0.402735
12467,0.402735
12468,0.402735
12469,0.402736
12470,0.402736
12471,0.402736
12472,0.402736
12473,0.402736
12474,0.402736
12475,0.402736
12476,0.402736
12477,0.402736
12478,0.402736
12479,0.402737
12480,0.402737
12481,0.402737
12482,0.402737
12483,0.402737
12484,0.402737
12485,0.402737
12486,0.402737
12487,0.402737
12488,0.402738
12489,0.402738
12490,0.402738
12491,0.402738
12492,0.402738
12493,0.402738
12494,0.402738
12495,0.402738
12496,0.402738
12497,0.402738
12498,0.402739
12499,0.402739
12500,0.402739
12501,0.402739
12502,0.402739
12503,0.402739
12504,0.402739
12505,0.402739
12506,0.402739
12507,0.402739
12508,0.40274
12509,0.40274
12510,0.40274
12511,0.40274
12512,0.40274
12513,0.40274
12514,0.40274
12515,0.40274
12516,0.40274
12517,0.40274
12518,0.402741
12519,0.402741
12520,0.402741
12521,0.402741
12522,0.402741
12523,0.402741
12524,0.402741
12525,0.402741
12526,0.402741
12527,0.402741
12528,0.402742
12529,0.402742
12530,0.402742
12531,0.402742
12532,0.402742
12533,0.402742
12534,0.402742
12535,0.402742
12536,0.402742
12537,0.402742
12538,0.402743
12539,0.402743
12540,0.402743
12541,0.402743
12542,0.402743
12543,0.402743
12544,0.402743
12545,0.402743
12546,0.402743
12547,0.402743
12548,0.402744
12549,0.402744
12550,0.402744
12551,0.402744
12552,0.402744
12553,0.402744
12554,0.402744
12555,0.402744
12556,0.402744
12557,0.402744
12558,0.402745
12559,0.402745
12560,0.402745
12561,0.402745
12562,0.402745
12563,0.402745
12564,0.402745
12565,0.402745
12566,0.402745
12567,0.402745
12568,0.402746
12569,0.402746
12570,0.402746
12571,0.402746
12572,0.402746
12573,0.402746
12574,0.402746
12575,0.402746
12576,0.402746
12577,0.402746
12578,0.402747
12579,0.402747
12580,0.402747
12581,0.402747
12582,0.402747
12583,0.402747
12584,0.402747
12585,0.402747
12586,0.402747
12587,0.402747
12588,0.402748
12589,0.402748
12590,0.402748
12591,0.402748
12592,0.402748
12593,0.402748
12594,0.402748
12595,0.402748
12596,0.402748
12597,0.402748
12598,0.402749
12599,0.402749
12600,0.402749
12601,0.402749
12602,0.402749
12603,0.402749
12604,0.402749
12605,0.402749
12606,0.402749
12607,0.402749
12608,0.40275
12609,0.40275
12610,0.40275
12611,0.40275
12612,0.40275
12613,0.40275
12614,0.40275
12615,0.40275
12616,0.40275
12617,0.40275
12618,0.40275
12619,0.402751
12620,0.402751
12621,0.402751
12622,0.402751
12623,0.402751
12624,0.402751
12625,0.402751
12626,0.402751
12627,0.402751
12628,0.402751
12629,0.402752
12630,0.402752
12631,0.402752
12632,0.402752
12633,0.402752
12634,0.402752
12635,0.402752
12636,0.402752
12637,0.402752
12638,0.402752
12639,0.402753
12640,0.402753
12641,0.402753
12642,0.402753
12643,0.402753
12644,0.402753
12645,0.402753
12646,0.402753
12647,0.402753
12648,0.402753
12649,0.402754
12650,0.402754
12651,0.402754
12652,0.402754
12653,0.402754
12654,0.402754
12655,0.402754
12656,0.402754
12657,0.402754
12658,0.402754
12659,0.402755
12660,0.402755
12661,0.402755
12662,0.402755
12663,0.402755
12664,0.402755
12665,0.402755
12666,0.402755
12667,0.402755
12668,0.402755
12669,0.402755
12670,0.402756
12671,0.402756
12672,0.402756
12673,0.402756
12674,0.402756
12675,0.402756
12676,0.402756
12677,0.402756
12678,0.402756
12679,0.402756
12680,0.402757
12681,0.402757
12682,0.402757
12683,0.402757
12684,0.402757
12685,0.402757
12686,0.402757
12687,0.402757
12688,0.402757
12689,0.402757
12690,0.402758
12691,0.402758
12692,0.402758
12693,0.402758
12694,0.402758
12695,0.402758
12696,0.402758
12697,0.402758
12698,0.402758
12699,0.402758
12700,0.402759
12701,0.402759
12702,0.402759
12703,0.402759
12704,0.402759
12705,0.402759
12706,0.402759
12707,0.402759
12708,0.402759
12709,0.402759
12710,0.402759
12711,0.40276
12712,0.40276
12713,0.40276
12714,0.40276
12715,0.40276
12716,0.40276
12717,0.40276
12718,0.40276
12719,0.40276
12720,0.40276
12721,0.402761
12722,0.402761
12723,0.402761
12724,0.402761
12725,0.402761
12726,0.402761
12727,0.402761
12728,0.402761
12729,0.402761
12730,0.402761
12731,0.402762
12732,0.402762
12733,0.402762
12734,0.402762
12735,0.402762
12736,0.402762
12737,0.402762
12738,0.402762
12739,0.402762
12740,0.402762
12741,0.402762
12742,0.402763
12743,0.402763
12744,0.402763
12745,0.402763
12746,0.402763
12747,0.402763
12748,0.402763
12749,0.402763
12750,0.402763
12751,0.402763
12752,0.402764
12753,0.402764
12754,0.402764
12755,0.402764
12756,0.402764
12757,0.402764
12758,0.402764
12759,0.402764
12760,0.402764
12761,0.402764
12762,0.402764
12763,0.402765
12764,0.402765
12765,0.402765
12766,0.402765
12767,0.402765
12768,0.402765
12769,0.402765
12770,0.402765
12771,0.402765
12772,0.402765
12773,0.402766
12774,0.402766
12775,0.402766
12776,0.402766
12777,0.402766
12778,0.402766
12779,0.402766
12780,0.402766
12781,0.402766
12782,0.402766
12783,0.402766
12784,0.402767
12785,0.402767
12786,0.402767
12787,0.402767
12788,0.402767
12789,0.402767
12790,0.402767
12791,0.402767
12792,0.402767
12793,0.402767
12794,0.402768
12795,0.402768
12796,0.402768
12797,0.402768
12798,0.402768
12799,0.402768
12800,0.402768
12801,0.402768
12802,0.402768
12803,0.402768
12804,0.402768
12805,0.402769
12806,0.402769
12807,0.402769
12808,0.402769
12809,0.402769
12810,0.402769
12811,0.402769
12812,0.402769
12813,0.402769
12814,0.402769
12815,0.40277
12816,0.40277
12817,0.40277
12818,0.40277
12819,0.40277
12820,0.40277
12821,0.40277
12822,0.40277
12823,0.40277
12824,0.40277
12825,0.40277
12826,0.402771
12827,0.402771
12828,0.402771
12829,0.402771
12830,0.402771
12831,0.402771
12832,0.402771
12833,0.402771
12834,0.402771
12835,0.402771
12836,0.402772
12837,0.402772
12838,0.402772
12839,0.402772
12840,0.402772
12841,0.402772
12842,0.402772
12843,0.402772
12844,0.402772
12845,0.402772
12846,0.402772
12847,0.402773
12848,0.402773
12849,0.402773
12850,0.402773
12851,0.402773
12852,0.402773
12853,0.402773
12854,0.402773
12855,0.402773
12856,0.402773
12857,0.402774
12858,0.402774
12859,0.402774
12860,0.402774
12861,0.402774
12862,0.402774
12863,0.402774
12864,0.402774
12865,0.402774
12866,0.402774
12867,0.402774
12868,0.402775
12869,0.402775
12870,0.402775
12871,0.402775
12872,0.402775
12873,0.402775
12874,0.402775
12875,0.402775
12876,0.402775
12877,0.402775
12878,0.402775
12879,0.402776
12880,0.402776
12881,0.402776
12882,0.402776
12883,0.402776
12884,0.402776
12885,0.402776
12886,0.402776
12887,0.402776
12888,0.402776
12889,0.402777
12890,0.402777
12891,0.402777
12892,0.402777
12893,0.402777
12894,0.402777
12895,0.402777
12896,0.402777
12897,0.402777
12898,0.402777
12899,0.402777
12900,0.402778
12901,0.402778
12902,0.402778
12903,0.402778
12904,0.402778
12905,0.402778
12906,0.402778
12907,0.402778
12908,0.402778
12909,0.402778
12910,0.402778
12911,0.402779
12912,0.402779
12913,0.402779
12914,0.402779
12915,0.402779
12916,0.402779
12917,0.402779
12918,0.402779
12919,0.402779
12920,0.402779
12921,0.402779
12922,0.40278
12923,0.40278
12924,0.40278
12925,0.40278
12926,0.40278
12927,0.40278
12928,0.40278
12929,0.40278
12930,0.40278
12931,0.40278
12932,0.402781
12933,0.402781
12934,0.402781
12935,0.402781
12936,0.402781
12937,0.402781
12938,0.402781
12939,0.402781
12940,0.402781
12941,0.402781
12942,0.402781
12943,0.402782
12944,0.402782
12945,0.402782
12946,0.402782
12947,0.402782
12948,0.402782
12949,0.402782
12950,0.402782
12951,0.402782
12952,0.402782
12953,0.402782
12954,0.402783
12955,0.402783
12956,0.402783
12957,0.402783
12958,0.402783
12959,0.402783
12960,0.402783
12961,0.402783
12962,0.402783
12963,0.402783
12964,0.402783
12965,0.402784
12966,0.402784
12967,0.402784
12968,0.402784
12969,0.402784
12970,0.402784
12971,0.402784
12972,0.402784
12973,0.402784
12974,0.402784
12975,0.402784
12976,0.402785
12977,0.402785
12978,0.402785
12979,0.402785
12980,0.402785
12981,0.402785
12982,0.402785
12983,0.402785
12984,0.402785
12985,0.402785
12986,0.402785
12987,0.402786
12988,0.402786
12989,0.402786
12990,0.402786
12991,0.402786
12992,0.402786
12993,0.402786
12994,0.402786
12995,0.402786
12996,0.402786
12997,0.402786
12998,0.402787
12999,0.402787
13000,0.402787
13001,0.402787
13002,0.402787
13003,0.402787
13004,0.402787
13005,0.402787
13006,0.402787
13007,0.402787
13008,0.402788
13009,0.402788
13010,0.402788
13011,0.402788
13012,0.402788
13013,0.402788
13014,0.402788
13015,0.402788
13016,0.402788
13017,0.402788
13018,0.402788
13019,0.402789
13020,0.402789
13021,0.402789
13022,0.402789
13023,0.402789
13024,0.402789
13025,0.402789
13026,0.402789
13027,0.402789
13028,0.402789
13029,0.402789
13030,0.40279
13031,0.40279
13032,0.40279
13033,0.40279
13034,0.40279
13035,0.40279
13036,0.40279
13037,0.40279
13038,0.40279
13039,0.40279
13040,0.40279
13041,0.402791
13042,0.402791
13043,0.402791
13044,0.402791
13045,0.402791
13046,0.402791
13047,0.402791
13048,0.402791
13049,0.402791
13050,0.402791
13051,0.402791
13052,0.402791
13053,0.402792
13054,0.402792
13055,0.402792
13056,0.402792
13057,0.402792
13058,0.402792
13059,0.402792
13060,0.402792
13061,0.402792
13062,0.402792
13063,0.402792
13064,0.402793
13065,0.402793
13066,0.402793
13067,0.402793
13068,0.402793
13069,0.402793
13070,0.402793
13071,0.402793
13072,0.402793
13073,0.402793
13074,0.402793
13075,0.402794
13076,0.402794
13077,0.402794
13078,0.402794
13079,0.402794
13080,0.402794
13081,0.402794
13082,0.402794
13083,0.402794
13084,0.402794
13085,0.402794
13086,0.402795
13087,0.402795
13088,0.402795
13089,0.402795
13090,0.402795
13091,0.402795
13092,0.402795
13093,0.402795
13094,0.402795
13095,0.402795
13096,0.402795
13097,0.402796
13098,0.402796
13099,0.402796
13100,0.402796
13101,0.402796
13102,0.402796
13103,0.402796
13104,0.402796
13105,0.402796
13106,0.402796
13107,0.402796
13108,0.402797
13109,0.402797
13110,0.402797
13111,0.402797
13112,0.402797
13113,0.402797
13114,0.402797
13115,0.402797
13116,0.402797
13117,0.402797
13118,0.402797
13119,0.402798
13120,0.402798
13121,0.402798
13122,0.402798
13123,0.402798
13124,0.402798
13125,0.402798
13126,0.402798
13127,0.402798
13128,0.402798
13129,0.402798
13130,0.402799
13131,0.402799
13132,0.402799
13133,0.402799
13134,0.402799
13135,0.402799
13136,0.402799
13137,0.402799
13138,0.402799
13139,0.402799
13140,0.402799
13141,0.402799
13142,0.4028
13143,0.4028
13144,0.4028
13145,0.4028
13146,0.4028
13147,0.4028
13148,0.4028
13149,0.4028
13150,0.4028
13151,0.4028
13152,0.4028
13153,0.402801
13154,0.402801
13155,0.402801
13156,0.402801
13157,0.402801
13158,0.402801
13159,0.402801
13160,0.402801
13161,0.402801
13162,0.402801
13163,0.402801
13164,0.402802
13165,0.402802
13166,0.402802
13167,0.402802
13168,0.402802
13169,0.402802
13170,0.402802
13171,0.402802
13172,0.402802
13173,0.402802
13174,0.402802
13175,0.402802
13176,0.402803
13177,0.402803
13178,0.402803
13179,0.402803
13180,0.402803
13181,0.402803
13182,0.402803
13183,0.402803
13184,0.402803
13185,0.402803
13186,0.402803
13187,0.402804
13188,0.402804
13189,0.402804
13190,0.402804
13191,0.402804
13192,0.402804
13193,0.402804
13194,0.402804
13195,0.402804
13196,0.402804
13197,0.402804
13198,0.402805
13199,0.402805
13200,0.402805
13201,0.402805
13202,0.402805
13203,0.402805
13204,0.402805
13205,0.402805
13206,0.402805
13207,0.402805
13208,0.402805
13209,0.402805
13210,0.402806
13211,0.402806
13212,0.402806
13213,0.402806
13214,0.402806
13215,0.402806
13216,0.402806
13217,0.402806
13218,0.402806
13219,0.402806
13220,0.402806
13221,0.402807
13222,0.402807
13223,0.402807
13224,0.402807
13225,0.402807
13226,0.402807
13227,0.402807
13228,0.402807
13229,0.402807
13230,0.402807
13231,0.402807
13232,0.402807
13233,0.402808
13234,0.402808
13235,0.402808
13236,0.402808
13237,0.402808
13238,0.402808
13239,0.402808
13240,0.402808
13241,0.402808
13242,0.402808
13243,0.402808
13244,0.402809
13245,0.402809
13246,0.402809
13247,0.402809
13248,0.402809
13249,0.402809
13250,0.402809
13251,0.402809
13252,0.402809
13253,0.402809
13254,0.402809
13255,0.40281
13256,0.40281
13257,0.40281
13258,0.40281
13259,0.40281
13260,0.40281
13261,0.40281
13262,0.40281
13263,0.40281
13264,0.40281
13265,0.40281
13266,0.40281
13267,0.402811
13268,0.402811
13269,0.402811
13270,0.402811
13271,0.402811
13272,0.402811
13273,0.402811
13274,0.402811
13275,0.402811
13276,0.402811
13277,0.402811
13278,0.402811
13279,0.402812
13280,0.402812
13281,0.402812
13282,0.402812
13283,0.402812
13284,0.402812
13285,0.402812
13286,0.402812
13287,0.402812
13288,0.402812
13289,0.402812
13290,0.402813
13291,0.402813
13292,0.402813
13293,0.402813
13294,0.402813
13295,0.402813
13296,0.402813
13297,0.402813
13298,0.402813
13299,0.402813
13300,0.402813
13301,0.402813
13302,0.402814
13303,0.402814
13304,0.402814
13305,0.402814
13306,0.402814
13307,0.402814
13308,0.402814
13309,0.402814
13310,0.402814
13311,0.402814
13312,0.402814
13313,0.402815
13314,0.402815
13315,0.402815
13316,0.402815
13317,0.402815
13318,0.402815
13319,0.402815
13320,0.402815
13321,0.402815
13322,0.402815
13323,0.402815
13324,0.402815
13325,0.402816
13326,0.402816
13327,0.402816
13328,0.402816
13329,0.402816
13330,0.402816
13331,0.402816
13332,0.402816
13333,0.402816
13334,0.402816
13335,0.402816
13336,0.402816
13337,0.402817
13338,0.402817
13339,0.402817
13340,0.402817
13341,0.402817
13342,0.402817
13343,0.402817
13344,0.402817
13345,0.402817
13346,0.402817
13347,0.402817
13348,0.402818
13349,0.402818
13350,0.402818
13351,0.402818
13352,0.402818
13353,0.402818
13354,0.402818
13355,0.402818
13356,0.402818
13357,0.402818
13358,0.402818
13359,0.402818
13360,0.402819
13361,0.402819
13362,0.402819
13363,0.402819
13364,0.402819
13365,0.402819
13366,0.402819
13367,0.402819
13368,0.402819
13369,0.402819
13370,0.402819
13371,0.402819
13372,0.40282
13373,0.40282
13374,0.40282
13375,0.40282
13376,0.40282
13377,0.40282
13378,0.40282
13379,0.40282
13380,0.40282
13381,0.40282
13382,0.40282
13383,0.40282
13384,0.402821
13385,0.402821
13386,0.402821
13387,0.402821
13388,0.402821
13389,0.402821
13390,0.402821
13391,0.402821
13392,0.402821
13393,0.402821
13394,0.402821
13395,0.402822
13396,0.402822
13397,0.402822
13398,0.402822
13399,0.402822
13400,0.402822
13401,0.402822
13402,0.402822
13403,0.402822
13404,0.402822
13405,0.402822
13406,0.402822
13407,0.402823
13408,0.402823
13409,0.402823
13410,0.402823
13411,0.402823
13412,0.402823
13413,0.402823
13414,0.402823
13415,0.402823
13416,0.402823
13417,0.402823
13418,0.402823
13419,0.402824
13420,0.402824
13421,0.402824
13422,0.402824
13423,0.402824
13424,0.402824
13425,0.402824
13426,0.402824
13427,0.402824
13428,0.402824
13429,0.402824
13430,0.402824
13431,0.402825
13432,0.402825
13433,0.402825
13434,0.402825
13435,0.402825
13436,0.402825
13437,0.402825
13438,0.402825
13439,0.402825
13440,0.402825
13441,0.402825
13442,0.402825
13443,0.402826
13444,0.402826
13445,0.402826
13446,0.402826
13447,0.402826
13448,0.402826
13449,0.402826
13450,0.402826
13451,0.402826
13452,0.402826
13453,0.402826
13454,0.402826
13455,0.402827
13456,0.402827
13457,0.402827
13458,0.402827
13459,0.402827
13460,0.402827
13461,0.402827
13462,0.402827
13463,0.402827
13464,0.402827
13465,0.402827
13466,0.402827
13467,0.402828
13468,0.402828
13469,0.402828
13470,0.402828
13471,0.402828
13472,0.402828
13473,0.402828
13474,0.402828
13475,0.402828
13476,0.402828
13477,0.402828
13478,0.402828
13479,0.402829
13480,0.402829
13481,0.402829
13482,0.402829
13483,0.402829
13484,0.402829
13485,0.402829
13486,0.402829
13487,0.402829
13488,0.402829
13489,0.402829
13490,0.402829
13491,0.40283
13492,0.40283
13493,0.40283
13494,0.40283
13495,0.40283
13496,0.40283
13497,0.40283
13498,0.40283
13499,0.40283
13500,0.40283
13501,0.40283
13502,0.40283
13503,0.402831
13504,0.402831
13505,0.402831
13506,0.402831
13507,0.402831
13508,0.402831
13509,0.402831
13510,0.402831
13511,0.402831
13512,0.402831
13513,0.402831
13514,0.402831
13515,0.402832
13516,0.402832
13517,0.402832
13518,0.402832
13519,0.402832
13520,0.402832
13521,0.402832
13522,0.402832
13523,0.402832
13524,0.402832
13525,0.402832
13526,0.402832
13527,0.402833
13528,0.402833
13529,0.402833
13530,0.402833
13531,0.402833
13532,0.402833
13533,0.402833
13534,0.402833
13535,0.402833
13536,0.402833
13537,0.402833
13538,0.402833
13539,0.402834
13540,0.402834
13541,0.402834
13542,0.402834
13543,0.402834
13544,0.402834
13545,0.402834
13546,0.402834
13547,0.402834
13548,0.402834
13549,0.402834
13550,0.402834
13551,0.402834
13552,0.402835
13553,0.402835
13554,0.402835
13555,0.402835
13556,0.402835
13557,0.402835
13558,0.402835
13559,0.402835
13560,0.402835
13561,0.402835
13562,0.402835
13563,0.402835
13564,0.402836
13565,0.402836
13566,0.402836
13567,0.402836
13568,0.402836
13569,0.402836
13570,0.402836
13571,0.402836
13572,0.402836
13573,0.402836
13574,0.402836
13575,0.402836
13576,0.402837
13577,0.402837
13578,0.402837
13579,0.402837
13580,0.402837
13581,0.402837
13582,0.402837
13583,0.402837
13584,0.402837
13585,0.402837
13586,0.402837
13587,0.402837
13588,0.402838
13589,0.402838
13590,0.402838
13591,0.402838
13592,0.402838
13593,0.402838
13594,0.402838
13595,0.402838
13596,0.402838
13597,0.402838
13598,0.402838
13599,0.402838
13600,0.402838
13601,0.402839
13602,0.402839
13603,0.402839
13604,0.402839
13605,0.402839
13606,0.402839
13607,0.402839
13608,0.402839
13609,0.402839
13610,0.402839
13611,0.402839
13612,0.402839
13613,0.40284
13614,0.40284
13615,0.40284
13616,0.40284
13617,0.40284
13618,0.40284
13619,0.40284
13620,0.40284
13621,0.40284
13622,0.40284
13623,0.40284
13624,0.40284
13625,0.402841
13626,0.402841
13627,0.402841
13628,0.402841
13629,0.402841
13630,0.402841
13631,0.402841
13632,0.402841
13633,0.402841
13634,0.402841
13635,0.402841
13636,0.402841
13637,0.402841
13638,0.402842
13639,0.402842
13640,0.402842
13641,0.402842
13642,0.402842
13643,0.402842
13644,0.402842
13645,0.402842
13646,0.402842
13647,0.402842
13648,0.402842
13649,0.402842
13650,0.402843
13651,0.402843
13652,0.402843
13653,0.402843
13654,0.402843
13655,0.402843
13656,0.402843
13657,0.402843
13658,0.402843
13659,0.402843
13660,0.402843
13661,0.402843
13662,0.402843
13663,0.402844
13664,0.402844
13665,0.402844
13666,0.402844
13667,0.402844
13668,0.402844
13669,0.402844
13670,0.402844
13671,0.402844
13672,0.402844
13673,0.402844
13674,0.402844
13675,0.402845
13676,0.402845
13677,0.402845
13678,0.402845
13679,0.402845
13680,0.402845
13681,0.402845
13682,0.402845
13683,0.402845
13684,0.402845
13685,0.402845
13686,0.402845
13687,0.402845
13688,0.402846
13689,0.402846
13690,0.402846
13691,0.402846
13692,0.402846
13693,0.402846
13694,0.402846
13695,0.402846
13696,0.402846
13697,0.402846
13698,0.402846
13699,0.402846
13700,0.402847
13701,0.402847
13702,0.402847
13703,0.402847
13704,0.402847
13705,0.402847
13706,0.402847
13707,0.402847
13708,0.402847
13709,0.402847
13710,0.402847
13711,0.402847
13712,0.402847
13713,0.402848
13714,0.402848
13715,0.402848
13716,0.402848
13717,0.402848
13718,0.402848
13719,0.402848
13720,0.402848
13721,0.402848
13722,0.402848
13723,0.402848
13724,0.402848
13725,0.402849
13726,0.402849
13727,0.402849
13728,0.402849
13729,0.402849
13730,0.402849
13731,0.402849
13732,0.402849
13733,0.402849
13734,0.402849
13735,0.402849
13736,0.402849
13737,0.402849
13738,0.40285
13739,0.40285
13740,0.40285
13741,0.40285
13742,0.40285
13743,0.40285
13744,0.40285
13745,0.40285
13746,0.40285
13747,0.40285
13748,0.40285
13749,0.40285
13750,0.40285
13751,0.402851
13752,0.402851
13753,0.402851
13754,0.402851
13755,0.402851
13756,0.402851
13757,0.402851
13758,0.402851
13759,0.402851
13760,0.402851
13761,0.402851
13762,0.402851
13763,0.402852
13764,0.402852
13765,0.402852
13766,0.402852
13767,0.402852
13768,0.402852
13769,0.402852
13770,0.402852
13771,0.402852
13772,0.402852
13773,0.402852
13774,0.402852
13775,0.402852
13776,0.402853
13777,0.402853
13778,0.402853
13779,0.402853
13780,0.402853
13781,0.402853
13782,0.402853
13783,0.402853
13784,0.402853
13785,0.402853
13786,0.402853
13787,0.402853
13788,0.402853
13789,0.402854
13790,0.402854
13791,0.402854
13792,0.402854
13793,0.402854
13794,0.402854
13795,0.402854
13796,0.402854
13797,0.402854
13798,0.402854
13799,0.402854
13800,0.402854
13801,0.402854
13802,0.402855
13803,0.402855
13804,0.402855
13805,0.402855
13806,0.402855
13807,0.402855
13808,0.402855
13809,0.402855
13810,0.402855
13811,0.402855
13812,0.402855
13813,0.402855
13814,0.402855
13815,0.402856
13816,0.402856
13817,0.402856
13818,0.402856
13819,0.402856
13820,0.402856
13821,0.402856
13822,0.402856
13823,0.402856
13824,0.402856
13825,0.402856
13826,0.402856
13827,0.402856
13828,0.402857
13829,0.402857
13830,0.402857
13831,0.402857
13832,0.402857
13833,0.402857
13834,0.402857
13835,0.402857
13836,0.402857
13837,0.402857
13838,0.402857
13839,0.402857
13840,0.402858
13841,0.402858
13842,0.402858
13843,0.402858
13844,0.402858
13845,0.402858
13846,0.402858
13847,0.402858
13848,0.402858
13849,0.402858
13850,0.402858
13851,0.402858
13852,0.402858
13853,0.402859
13854,0.402859
13855,0.402859
13856,0.402859
13857,0.402859
13858,0.402859
13859,0.402859
13860,0.402859
13861,0.402859
13862,0.402859
13863,0.402859
13864,0.402859
13865,0.402859
13866,0.40286
13867,0.40286
13868,0.40286
13869,0.40286
13870,0.40286
13871,0.40286
13872,0.40286
13873,0.40286
13874,0.40286
13875,0.40286
13876,0.40286
13877,0.40286
13878,0.40286
13879,0.402861
13880,0.402861
13881,0.402861
13882,0.402861
13883,0.402861
13884,0.402861
13885,0.402861
13886,0.402861
13887,0.402861
13888,0.402861
13889,0.402861
13890,0.402861
13891,0.402861
13892,0.402862
13893,0.402862
13894,0.402862
13895,0.402862
13896,0.402862
13897,0.402862
13898,0.402862
13899,0.402862
13900,0.402862
13901,0.402862
13902,0.402862
13903,0.402862
13904,0.402862
13905,0.402863
13906,0.402863
13907,0.402863
13908,0.402863
13909,0.402863
13910,0.402863
13911,0.402863
13912,0.402863
13913,0.402863
13914,0.402863
13915,0.402863
13916,0.402863
13917,0.402863
13918,0.402863
13919,0.402864
13920,0.402864
13921,0.402864
13922,0.402864
13923,0.402864
13924,0.402864
13925,0.402864
13926,0.402864
13927,0.402864
13928,0.402864
13929,0.402864
13930,0.402864
13931,0.402864
13932,0.402865
13933,0.402865
13934,0.402865
13935,0.402865
13936,0.402865
13937,0.402865
13938,0.402865
13939,0.402865
13940,0.402865
13941,0.402865
13942,0.402865
13943,0.402865
13944,0.402865
13945,0.402866
13946,0.402866
13947,0.402866
13948,0.402866
13949,0.402866
13950,0.402866
13951,0.402866
13952,0.402866
13953,0.402866
13954,0.402866
13955,0.402866
13956,0.402866
13957,0.402866
13958,0.402867
13959,0.402867
13960,0.402867
13961,0.402867
13962,0.402867
13963,0.402867
13964,0.402867
13965,0.402867
13966,0.402867
13967,0.402867
13968,0.402867
13969,0.402867
13970,0.402867
13971,0.402868
13972,0.402868
13973,0.402868
13974,0.402868
13975,0.402868
13976,0.402868
13977,0.402868
13978,0.402868
13979,0.402868
13980,0.402868
13981,0.402868
13982,0.402868
13983,0.402868
13984,0.402868
13985,0.402869
13986,0.402869
13987,0.402869
13988,0.402869
13989,0.402869
13990,0.402869
13991,0.402869
13992,0.402869
13993,0.402869
13994,0.402869
13995,0.402869
13996,0.402869
13997,0.402869
13998,0.40287
13999,0.40287
14000,0.40287
14001,0.40287
14002,0.40287
14003,0.40287
14004,0.40287
14005,0.40287
14006,0.40287
14007,0.40287
14008,0.40287
14009,0.40287
14010,0.40287
14011,0.402871
14012,0.402871
14013,0.402871
14014,0.402871
14015,0.402871
14016,0.402871
14017,0.402871
14018,0.402871
14019,0.402871
14020,0.402871
14021,0.402871
14022,0.402871
14023,0.402871
14024,0.402871
14025,0.402872
14026,0.402872
14027,0.402872
14028,0.402872
14029,0.402872
14030,0.402872
14031,0.402872
14032,0.402872
14033,0.402872
14034,0.402872
14035,0.402872
14036,0.402872
14037,0.402872
14038,0.402873
14039,0.402873
14040,0.402873
14041,0.402873
14042,0.402873
14043,0.402873
14044,0.402873
14045,0.402873
14046,0.402873
14047,0.402873
14048,0.402873
14049,0.402873
14050,0.402873
14051,0.402873
14052,0.402874
14053,0.402874
14054,0.402874
14055,0.402874
14056,0.402874
14057,0.402874
14058,0.402874
14059,0.402874
14060,0.402874
14061,0.402874
14062,0.402874
14063,0.402874
14064,0.402874
14065,0.402875
14066,0.402875
14067,0.402875
14068,0.402875
14069,0.402875
14070,0.402875
14071,0.402875
14072,0.402875
14073,0.402875
14074,0.402875
14075,0.402875
14076,0.402875
14077,0.402875
14078,0.402875
14079,0.402876
14080,0.402876
14081,0.402876
14082,0.402876
14083,0.402876
14084,0.402876
14085,0.402876
14086,0.402876
14087,0.402876
14088,0.402876
14089,0.402876
14090,0.402876
14091,0.402876
14092,0.402877
14093,0.402877
14094,0.402877
14095,0.402877
14096,0.402877
14097,0.402877
14098,0.402877
14099,0.402877
14100,0.402877
14101,0.402877
14102,0.402877
14103,0.402877
14104,0.402877
14105,0.402877
14106,0.402878
14107,0.402878
14108,0.402878
14109,0.402878
14110,0.402878
14111,0.402878
14112,0.402878
14113,0.402878
14114,0.402878
14115,0.402878
14116,0.402878
14117,0.402878
14118,0.402878
14119,0.402879
14120,0.402879
14121,0.402879
14122,0.402879
14123,0.402879
14124,0.402879
14125,0.402879
14126,0.402879
14127,0.402879
14128,0.402879
14129,0.402879
14130,0.402879
14131,0.402879
