epoch,bias
154,0.130899
155,0.131685
156,0.13247
157,0.133255
158,0.13404
159,0.134825
160,0.13561
161,0.136394
162,0.137179
163,0.137963
164,0.138747
165,0.139531
166,0.140315
167,0.141099
168,0.141882
169,0.142666
170,0.143449
171,0.144233
172,0.145016
173,0.145799
174,0.146582
175,0.147364
176,0.148147
177,0.148929
178,0.149711
179,0.150494
180,0.151276
181,0.152057
182,0.152839
183,0.153621
184,0.154402
185,0.155183
186,0.155965
187,0.156746
188,0.157527
189,0.158307
190,0.159088
191,0.159868
192,0.160649
193,0.161429
194,0.162209
195,0.162989
196,0.163768
197,0.164548
198,0.165327
199,0.166107
200,0.166886
201,0.167665
202,0.168444
203,0.169222
204,0.170001
205,0.170779
206,0.171557
207,0.172336
208,0.173114
209,0.173891
210,0.174669
211,0.175447
212,0.176224
213,0.177001
214,0.177778
215,0.178555
216,0.179332
217,0.180109
218,0.180885
219,0.181661
220,0.182437
221,0.183214
222,0.183989
223,0.184765
224,0.185541
225,0.186316
226,0.187091
227,0.187867
228,0.188642
229,0.189416
230,0.190191
231,0.190966
232,0.19174
233,0.192514
234,0.193288
235,0.194062
236,0.194836
237,0.19561
238,0.196383
239,0.197156
240,0.19793
241,0.198703
242,0.199475
243,0.200248
244,0.201021
245,0.201793
246,0.202565
247,0.203337
248,0.204109
249,0.204881
250,0.205653
251,0.206424
252,0.207196
253,0.207967
254,0.208738
255,0.209509
256,0.21028
257,0.21105
258,0.211821
259,0.212591
260,0.213361
261,0.214131
262,0.214901
263,0.215671
264,0.21644
265,0.217209
266,0.217979
267,0.218748
268,0.219517
269,0.220285
270,0.221054
271,0.221823
272,0.222591
273,0.223359
274,0.224127
275,0.224895
276,0.225663
277,0.22643
278,0.227197
279,0.227965
280,0.228732
281,0.229499
282,0.230265
283,0.231032
284,0.231799
285,0.232565
286,0.233331
287,0.234097
288,0.234863
289,0.235629
290,0.236394
291,0.23716
292,0.237925
293,0.23869
294,0.239455
295,0.24022
296,0.240984
297,0.241749
298,0.242513
299,0.243277
300,0.244041
301,0.244805
302,0.245569
303,0.246333
304,0.247096
305,0.247859
306,0.248622
307,0.249385
308,0.250148
309,0.250911
310,0.251673
311,0.252436
312,0.253198
313,0.25396
314,0.254722
315,0.255484
316,0.256245
317,0.257007
318,0.257768
319,0.258529
320,0.25929
321,0.260051
322,0.260812
323,0.261572
324,0.262333
325,0.263093
326,0.263853
327,0.264613
328,0.265373
329,0.266132
330,0.266892
331,0.267651
332,0.26841
333,0.269169
334,0.269928
335,0.270687
336,0.271445
337,0.272204
338,0.272962
339,0.27372
340,0.274478
341,0.275236
342,0.275993
343,0.276751
344,0.277508
345,0.278265
346,0.279022
347,0.279779
348,0.280536
349,0.281293
350,0.282049
351,0.282805
352,0.283561
353,0.284317
354,0.285073
355,0.285829
356,0.286584
357,0.28734
358,0.288095
359,0.28885
360,0.289605
361,0.29036
362,0.291114
363,0.291869
364,0.292623
365,0.293377
366,0.294131
367,0.294885
368,0.295639
369,0.296392
370,0.297146
371,0.297899
372,0.298652
373,0.299405
374,0.300158
375,0.30091
376,0.301663
377,0.302415
378,0.303167
379,0.303919
380,0.304671
381,0.305423
382,0.306175
383,0.306926
384,0.307677
385,0.308429
386,0.309179
387,0.30993
388,0.310681
389,0.311432
390,0.312182
391,0.312932
392,0.313682
393,0.314432
394,0.315182
395,0.315932
396,0.316681
397,0.31743
398,0.31818
399,0.318929
400,0.319677
401,0.320426
402,0.321175
403,0.321923
404,0.322671
405,0.32342
406,0.324168
407,0.324915
408,0.325663
409,0.326411
410,0.327158
411,0.327905
412,0.328652
413,0.329399
414,0.330146
415,0.330893
416,0.331639
417,0.332385
418,0.333131
419,0.333878
420,0.334623
421,0.335369
422,0.336115
423,0.33686
424,0.337605
425,0.338351
426,0.339095
427,0.33984
428,0.340585
429,0.34133
430,0.342074
431,0.342818
432,0.343562
433,0.344306
434,0.34505
435,0.345794
436,0.346537
437,0.34728
438,0.348024
439,0.348767
440,0.349509
441,0.350252
442,0.350995
443,0.351737
444,0.352479
445,0.353222
446,0.353964
447,0.354705
448,0.355447
449,0.356189
450,0.35693
451,0.357671
452,0.358412
453,0.359153
454,0.359894
455,0.360635
456,0.361375
457,0.362116
458,0.362856
459,0.363596
460,0.364336
461,0.365076
462,0.365815
463,0.366555
464,0.367294
465,0.368033
466,0.368772
467,0.369511
468,0.37025
469,0.370988
470,0.371727
471,0.372465
472,0.373203
473,0.373941
474,0.374679
475,0.375417
476,0.376154
477,0.376892
478,0.377629
479,0.378366
480,0.379103
481,0.37984
482,0.380576
483,0.381313
484,0.382049
485,0.382785
486,0.383521
487,0.384257
488,0.384993
489,0.385729
490,0.386464
491,0.387199
492,0.387935
493,0.38867
494,0.389404
495,0.390139
496,0.390874
497,0.391608
498,0.392342
499,0.393077
500,0.393811
501,0.394544
502,0.395278
503,0.396012
504,0.396745
505,0.397478
506,0.398211
507,0.398944
508,0.399677
509,0.40041
510,0.401142
511,0.401875
512,0.402607
513,0.403339
514,0.404071
515,0.404803
516,0.405534
517,0.406266
518,0.406997
519,0.407728
520,0.408459
521,0.40919
522,0.409921
523,0.410652
524,0.411382
525,0.412112
526,0.412842
527,0.413572
528,0.414302
529,0.415032
530,0.415762
531,0.416491
532,0.41722
533,0.417949
534,0.418678
535,0.419407
536,0.420136
537,0.420865
538,0.421593
539,0.422321
540,0.423049
541,0.423777
542,0.424505
543,0.425233
544,0.42596
545,0.426688
546,0.427415
547,0.428142
548,0.428869
549,0.429596
550,0.430322
551,0.431049
552,0.431775
553,0.432501
554,0.433228
555,0.433953
556,0.434679
557,0.435405
558,0.43613
559,0.436856
560,0.437581
561,0.438306
562,0.439031
563,0.439756
564,0.44048
565,0.441205
566,0.441929
567,0.442653
568,0.443377
569,0.444101
570,0.444825
571,0.445548
572,0.446272
573,0.446995
574,0.447718
575,0.448441
576,0.449164
577,0.449887
578,0.450609
579,0.451332
580,0.452054
581,0.452776
582,0.453498
583,0.45422
584,0.454942
585,0.455663
586,0.456385
587,0.457106
588,0.457827
589,0.458548
590,0.459269
591,0.45999
592,0.46071
593,0.461431
594,0.462151
595,0.462871
596,0.463591
597,0.464311
598,0.465031
599,0.46575
600,0.466469
601,0.467189
602,0.467908
603,0.468627
604,0.469346
605,0.470064
606,0.470783
607,0.471501
608,0.472219
609,0.472937
610,0.473655
611,0.474373
612,0.475091
613,0.475808
614,0.476526
615,0.477243
616,0.47796
617,0.478677
618,0.479394
619,0.48011
620,0.480827
621,0.481543
622,0.48226
623,0.482976
624,0.483692
625,0.484407
626,0.485123
627,0.485838
628,0.486554
629,0.487269
630,0.487984
631,0.488699
632,0.489414
633,0.490128
634,0.490843
635,0.491557
636,0.492272
637,0.492986
638,0.493699
639,0.494413
640,0.495127
641,0.49584
642,0.496554
643,0.497267
644,0.49798
645,0.498693
646,0.499406
647,0.500118
648,0.500831
649,0.501543
650,0.502255
651,0.502967
652,0.503679
653,0.504391
654,0.505103
655,0.505814
656,0.506526
657,0.507237
658,0.507948
659,0.508659
660,0.50937
661,0.51008
662,0.510791
663,0.511501
664,0.512211
665,0.512921
666,0.513631
667,0.514341
668,0.515051
669,0.51576
670,0.516469
671,0.517179
672,0.517888
673,0.518597
674,0.519305
675,0.520014
676,0.520722
677,0.521431
678,0.522139
679,0.522847
680,0.523555
681,0.524263
682,0.52497
683,0.525678
684,0.526385
685,0.527093
686,0.5278
687,0.528507
688,0.529213
689,0.52992
690,0.530626
691,0.531333
692,0.532039
693,0.532745
694,0.533451
695,0.534157
696,0.534862
697,0.535568
698,0.536273
699,0.536979
700,0.537684
701,0.538389
702,0.539093
703,0.539798
704,0.540503
705,0.541207
706,0.541911
707,0.542615
708,0.543319
709,0.544023
710,0.544727
711,0.54543
712,0.546134
713,0.546837
714,0.54754
715,0.548243
716,0.548946
717,0.549648
718,0.550351
719,0.551053
720,0.551756
721,0.552458
722,0.55316
723,0.553862
724,0.554563
725,0.555265
726,0.555966
727,0.556668
728,0.557369
729,0.55807
730,0.558771
731,0.559471
732,0.560172
733,0.560872
734,0.561573
735,0.562273
736,0.562973
737,0.563673
738,0.564372
739,0.565072
740,0.565771
741,0.566471
742,0.56717
743,0.567869
744,0.568568
745,0.569266
746,0.569965
747,0.570663
748,0.571362
749,0.57206
750,0.572758
751,0.573456
752,0.574154
753,0.574851
754,0.575549
755,0.576246
756,0.576943
757,0.57764
758,0.578337
759,0.579034
760,0.579731
761,0.580427
762,0.581124
763,0.58182
764,0.582516
765,0.583212
766,0.583908
767,0.584603
768,0.585299
769,0.585994
770,0.586689
771,0.587385
772,0.58808
773,0.588774
774,0.589469
775,0.590164
776,0.590858
777,0.591552
778,0.592246
779,0.59294
780,0.593634
781,0.594328
782,0.595021
783,0.595715
784,0.596408
785,0.597101
786,0.597794
787,0.598487
788,0.59918
789,0.599873
790,0.600565
791,0.601257
792,0.60195
793,0.602642
794,0.603333
795,0.604025
796,0.604717
797,0.605408
798,0.6061
799,0.606791
800,0.607482
801,0.608173
802,0.608864
803,0.609554
804,0.610245
805,0.610935
806,0.611625
807,0.612316
808,0.613006
809,0.613695
810,0.614385
811,0.615075
812,0.615764
813,0.616453
814,0.617142
815,0.617831
816,0.61852
817,0.619209
818,0.619897
819,0.620586
820,0.621274
821,0.621962
822,0.62265
823,0.623338
824,0.624026
825,0.624714
826,0.625401
827,0.626088
828,0.626776
829,0.627463
830,0.62815
831,0.628836
832,0.629523
833,0.63021
834,0.630896
835,0.631582
836,0.632268
837,0.632954
838,0.63364
839,0.634326
840,0.635011
841,0.635697
842,0.636382
843,0.637067
844,0.637752
845,0.638437
846,0.639122
847,0.639806
848,0.640491
849,0.641175
850,0.641859
851,0.642543
852,0.643227
853,0.643911
854,0.644594
855,0.645278
856,0.645961
857,0.646644
858,0.647327
859,0.64801
860,0.648693
861,0.649376
862,0.650058
863,0.650741
864,0.651423
865,0.652105
866,0.652787
867,0.653469
868,0.65415
869,0.654832
870,0.655513
871,0.656195
872,0.656876
873,0.657557
874,0.658238
875,0.658919
876,0.659599
877,0.66028
878,0.66096
879,0.66164
880,0.66232
881,0.663
882,0.66368
883,0.66436
884,0.665039
885,0.665718
886,0.666398
887,0.667077
888,0.667756
889,0.668435
890,0.669113
891,0.669792
892,0.67047
893,0.671148
894,0.671827
895,0.672505
896,0.673182
897,0.67386
898,0.674538
899,0.675215
900,0.675893
901,0.67657
902,0.677247
903,0.677924
904,0.678601
905,0.679277
906,0.679954
907,0.68063
908,0.681306
909,0.681982
910,0.682658
911,0.683334
912,0.68401
913,0.684686
914,0.685361
915,0.686036
916,0.686711
917,0.687386
918,0.688061
919,0.688736
920,0.689411
921,0.690085
922,0.69076
923,0.691434
924,0.692108
925,0.692782
926,0.693456
927,0.694129
928,0.694803
929,0.695476
930,0.696149
931,0.696823
932,0.697496
933,0.698168
934,0.698841
935,0.699514
936,0.700186
937,0.700858
938,0.701531
939,0.702203
940,0.702875
941,0.703546
942,0.704218
943,0.70489
944,0.705561
945,0.706232
946,0.706903
947,0.707574
948,0.708245
949,0.708916
950,0.709586
951,0.710257
952,0.710927
953,0.711597
954,0.712267
955,0.712937
956,0.713607
957,0.714276
958,0.714946
959,0.715615
960,0.716285
961,0.716954
962,0.717623
963,0.718291
964,0.71896
965,0.719629
966,0.720297
967,0.720965
968,0.721633
969,0.722301
970,0.722969
971,0.723637
972,0.724305
973,0.724972
974,0.725639
975,0.726307
976,0.726974
977,0.727641
978,0.728308
979,0.728974
980,0.729641
981,0.730307
982,0.730973
983,0.73164
984,0.732306
985,0.732971
986,0.733637
987,0.734303
988,0.734968
989,0.735634
990,0.736299
991,0.736964
992,0.737629
993,0.738294
994,0.738958
995,0.739623
996,0.740287
997,0.740951
998,0.741616
999,0.74228
1000,0.742943
1001,0.743607
1002,0.744271
1003,0.744934
1004,0.745598
1005,0.746261
1006,0.746924
1007,0.747587
1008,0.74825
1009,0.748912
1010,0.749575
1011,0.750237
1012,0.750899
1013,0.751562
1014,0.752224
1015,0.752885
1016,0.753547
1017,0.754209
1018,0.75487
1019,0.755532
1020,0.756193
1021,0.756854
1022,0.757515
1023,0.758176
1024,0.758836
1025,0.759497
1026,0.760157
1027,0.760817
1028,0.761478
1029,0.762138
1030,0.762798
1031,0.763457
1032,0.764117
1033,0.764776
1034,0.765436
1035,0.766095
1036,0.766754
1037,0.767413
1038,0.768072
1039,0.76873
1040,0.769389
1041,0.770047
1042,0.770706
1043,0.771364
1044,0.772022
1045,0.77268
1046,0.773338
1047,0.773995
1048,0.774653
1049,0.77531
1050,0.775967
1051,0.776624
1052,0.777281
1053,0.777938
1054,0.778595
1055,0.779252
1056,0.779908
1057,0.780564
1058,0.78122
1059,0.781876
1060,0.782532
1061,0.783188
1062,0.783844
1063,0.784499
1064,0.785155
1065,0.78581
1066,0.786465
1067,0.78712
1068,0.787775
1069,0.78843
1070,0.789084
1071,0.789739
1072,0.790393
1073,0.791047
1074,0.791701
1075,0.792355
1076,0.793009
1077,0.793663
1078,0.794316
1079,0.79497
1080,0.795623
1081,0.796276
1082,0.796929
1083,0.797582
1084,0.798235
1085,0.798888
1086,0.79954
1087,0.800192
1088,0.800845
1089,0.801497
1090,0.802149
1091,0.802801
1092,0.803452
1093,0.804104
1094,0.804755
1095,0.805407
1096,0.806058
1097,0.806709
1098,0.80736
1099,0.808011
1100,0.808661
1101,0.809312
1102,0.809962
1103,0.810613
1104,0.811263
1105,0.811913
1106,0.812563
1107,0.813212
1108,0.813862
1109,0.814512
1110,0.815161
1111,0.81581
1112,0.816459
1113,0.817108
1114,0.817757
1115,0.818406
1116,0.819054
1117,0.819703
1118,0.820351
1119,0.820999
1120,0.821647
1121,0.822295
1122,0.822943
1123,0.823591
1124,0.824238
1125,0.824886
1126,0.825533
1127,0.82618
1128,0.826827
1129,0.827474
1130,0.828121
1131,0.828768
1132,0.829414
1133,0.83006
1134,0.830707
1135,0.831353
1136,0.831999
1137,0.832645
1138,0.83329
1139,0.833936
1140,0.834581
1141,0.835227
1142,0.835872
1143,0.836517
1144,0.837162
1145,0.837807
1146,0.838451
1147,0.839096
1148,0.83974
1149,0.840385
1150,0.841029
1151,0.841673
1152,0.842317
1153,0.842961
1154,0.843604
1155,0.844248
1156,0.844891
1157,0.845535
1158,0.846178
1159,0.846821
1160,0.847464
1161,0.848106
1162,0.848749
1163,0.849391
1164,0.850034
1165,0.850676
1166,0.851318
1167,0.85196
1168,0.852602
1169,0.853244
1170,0.853885
1171,0.854527
1172,0.855168
1173,0.855809
1174,0.85645
1175,0.857091
1176,0.857732
1177,0.858373
1178,0.859013
1179,0.859654
1180,0.860294
1181,0.860934
1182,0.861574
1183,0.862214
1184,0.862854
1185,0.863494
1186,0.864133
1187,0.864773
1188,0.865412
1189,0.866051
1190,0.86669
1191,0.867329
1192,0.867968
1193,0.868606
1194,0.869245
1195,0.869883
1196,0.870522
1197,0.87116
1198,0.871798
1199,0.872436
1200,0.873073
1201,0.873711
1202,0.874348
1203,0.874986
1204,0.875623
1205,0.87626
1206,0.876897
1207,0.877534
1208,0.878171
1209,0.878807
1210,0.879444
1211,0.88008
1212,0.880716
1213,0.881352
1214,0.881988
1215,0.882624
1216,0.88326
1217,0.883895
1218,0.884531
1219,0.885166
1220,0.885801
1221,0.886436
1222,0.887071
1223,0.887706
1224,0.888341
1225,0.888975
1226,0.88961
1227,0.890244
1228,0.890878
1229,0.891512
1230,0.892146
1231,0.89278
1232,0.893414
1233,0.894047
1234,0.89468
1235,0.895314
1236,0.895947
1237,0.89658
1238,0.897213
1239,0.897846
1240,0.898478
1241,0.899111
1242,0.899743
1243,0.900375
1244,0.901007
1245,0.901639
1246,0.902271
1247,0.902903
1248,0.903535
1249,0.904166
1250,0.904798
1251,0.905429
1252,0.90606
1253,0.906691
1254,0.907322
1255,0.907953
1256,0.908583
1257,0.909214
1258,0.909844
1259,0.910474
1260,0.911104
1261,0.911734
1262,0.912364
1263,0.912994
1264,0.913624
1265,0.914253
1266,0.914882
1267,0.915512
1268,0.916141
1269,0.91677
1270,0.917398
1271,0.918027
1272,0.918656
1273,0.919284
1274,0.919913
1275,0.920541
1276,0.921169
1277,0.921797
1278,0.922425
1279,0.923052
1280,0.92368
1281,0.924307
1282,0.924935
1283,0.925562
1284,0.926189
1285,0.926816
1286,0.927443
1287,0.928069
1288,0.928696
1289,0.929323
1290,0.929949
1291,0.930575
1292,0.931201
1293,0.931827
1294,0.932453
1295,0.933079
1296,0.933704
1297,0.93433
1298,0.934955
1299,0.93558
1300,0.936205
1301,0.93683
1302,0.937455
1303,0.93808
1304,0.938704
1305,0.939329
1306,0.939953
1307,0.940577
1308,0.941201
1309,0.941825
1310,0.942449
1311,0.943073
1312,0.943696
1313,0.94432
1314,0.944943
1315,0.945566
1316,0.946189
1317,0.946812
1318,0.947435
1319,0.948058
1320,0.94868
1321,0.949303
1322,0.949925
1323,0.950547
1324,0.951169
1325,0.951791
1326,0.952413
1327,0.953035
1328,0.953656
1329,0.954278
1330,0.954899
1331,0.95552
1332,0.956141
1333,0.956762
1334,0.957383
1335,0.958004
1336,0.958624
1337,0.959245
1338,0.959865
1339,0.960485
1340,0.961105
1341,0.961725
1342,0.962345
1343,0.962965
1344,0.963584
1345,0.964204
1346,0.964823
1347,0.965442
1348,0.966061
1349,0.96668
1350,0.967299
1351,0.967918
1352,0.968536
1353,0.969155
1354,0.969773
1355,0.970391
1356,0.971009
1357,0.971627
1358,0.972245
1359,0.972863
1360,0.97348
1361,0.974098
1362,0.974715
1363,0.975333
1364,0.97595
1365,0.976567
1366,0.977183
1367,0.9778
1368,0.978417
1369,0.979033
1370,0.97965
1371,0.980266
1372,0.980882
1373,0.981498
1374,0.982114
1375,0.982729
1376,0.983345
1377,0.98396
1378,0.984576
1379,0.985191
1380,0.985806
1381,0.986421
1382,0.987036
1383,0.987651
1384,0.988265
1385,0.98888
1386,0.989494
1387,0.990109
1388,0.990723
1389,0.991337
1390,0.991951
1391,0.992564
1392,0.993178
1393,0.993791
1394,0.994405
1395,0.995018
1396,0.995631
1397,0.996244
1398,0.996857
1399,0.99747
1400,0.998083
1401,0.998695
1402,0.999307
1403,0.99992
1404,1.00053
1405,1.00114
1406,1.00176
1407,1.00237
1408,1.00298
1409,1.00359
1410,1.0042
1411,1.00481
1412,1.00542
1413,1.00604
1414,1.00665
1415,1.00726
1416,1.00787
1417,1.00848
1418,1.00909
1419,1.0097
1420,1.01031
1421,1.01092
1422,1.01153
1423,1.01214
1424,1.01275
1425,1.01336
1426,1.01397
1427,1.01458
1428,1.01519
1429,1.0158
1430,1.0164
1431,1.01701
1432,1.01762
1433,1.01823
1434,1.01884
1435,1.01945
1436,1.02006
1437,1.02066
1438,1.02127
1439,1.02188
1440,1.02249
1441,1.0231
1442,1.0237
1443,1.02431
1444,1.02492
1445,1.02552
1446,1.02613
1447,1.02674
1448,1.02735
1449,1.02795
1450,1.02856
1451,1.02917
1452,1.02977
1453,1.03038
1454,1.03098
1455,1.03159
1456,1.0322
1457,1.0328
1458,1.03341
1459,1.03401
1460,1.03462
1461,1.03522
1462,1.03583
1463,1.03643
1464,1.03704
1465,1.03764
1466,1.03825
1467,1.03885
1468,1.03946
1469,1.04006
1470,1.04066
1471,1.04127
1472,1.04187
1473,1.04248
1474,1.04308
1475,1.04368
1476,1.04429
1477,1.04489
1478,1.04549
1479,1.0461
1480,1.0467
1481,1.0473
1482,1.0479
1483,1.04851
1484,1.04911
1485,1.04971
1486,1.05031
1487,1.05091
1488,1.05152
1489,1.05212
1490,1.05272
1491,1.05332
1492,1.05392
1493,1.05452
1494,1.05513
1495,1.05573
1496,1.05633
1497,1.05693
1498,1.05753
1499,1.05813
1500,1.05873
1501,1.05933
1502,1.05993
1503,1.06053
1504,1.06113
1505,1.06173
1506,1.06233
1507,1.06293
1508,1.06353
1509,1.06413
1510,1.06473
1511,1.06533
1512,1.06593
1513,1.06653
1514,1.06712
1515,1.06772
1516,1.06832
1517,1.06892
1518,1.06952
1519,1.07012
1520,1.07071
1521,1.07131
1522,1.07191
1523,1.07251
1524,1.07311
1525,1.0737
1526,1.0743
1527,1.0749
1528,1.07549
1529,1.07609
1530,1.07669
1531,1.07729
1532,1.07788
1533,1.07848
1534,1.07908
1535,1.07967
1536,1.08027
1537,1.08086
1538,1.08146
1539,1.08206
1540,1.08265
1541,1.08325
1542,1.08384
1543,1.08444
1544,1.08503
1545,1.08563
1546,1.08622
1547,1.08682
1548,1.08741
1549,1.08801
1550,1.0886
1551,1.0892
1552,1.08979
1553,1.09038
1554,1.09098
1555,1.09157
1556,1.09217
1557,1.09276
1558,1.09335
1559,1.09395
1560,1.09454
1561,1.09513
1562,1.09573
1563,1.09632
1564,1.09691
1565,1.0975
1566,1.0981
1567,1.09869
1568,1.09928
1569,1.09987
1570,1.10047
1571,1.10106
1572,1.10165
1573,1.10224
1574,1.10283
1575,1.10342
1576,1.10402
1577,1.10461
1578,1.1052
1579,1.10579
1580,1.10638
1581,1.10697
1582,1.10756
1583,1.10815
1584,1.10874
1585,1.10933
1586,1.10992
1587,1.11051
1588,1.1111
1589,1.11169
1590,1.11228
1591,1.11287
1592,1.11346
1593,1.11405
1594,1.11464
1595,1.11523
1596,1.11582
1597,1.11641
1598,1.117
1599,1.11758
1600,1.11817
1601,1.11876
1602,1.11935
1603,1.11994
1604,1.12053
1605,1.12111
1606,1.1217
1607,1.12229
1608,1.12288
1609,1.12347
1610,1.12405
1611,1.12464
1612,1.12523
1613,1.12581
1614,1.1264
1615,1.12699
1616,1.12757
1617,1.12816
1618,1.12875
1619,1.12933
1620,1.12992
1621,1.13051
1622,1.13109
1623,1.13168
1624,1.13226
1625,1.13285
1626,1.13343
1627,1.13402
1628,1.1346
1629,1.13519
1630,1.13578
1631,1.13636
1632,1.13694
1633,1.13753
1634,1.13811
1635,1.1387
1636,1.13928
1637,1.13987
1638,1.14045
1639,1.14103
1640,1.14162
1641,1.1422
1642,1.14279
1643,1.14337
1644,1.14395
1645,1.14454
1646,1.14512
1647,1.1457
1648,1.14629
1649,1.14687
1650,1.14745
1651,1.14803
1652,1.14862
1653,1.1492
1654,1.14978
1655,1.15036
1656,1.15094
1657,1.15153
1658,1.15211
1659,1.15269
1660,1.15327
1661,1.15385
1662,1.15443
1663,1.15501
1664,1.1556
1665,1.15618
1666,1.15676
1667,1.15734
1668,1.15792
1669,1.1585
1670,1.15908
1671,1.15966
1672,1.16024
1673,1.16082
1674,1.1614
1675,1.16198
1676,1.16256
1677,1.16314
1678,1.16372
1679,1.1643
1680,1.16488
1681,1.16546
1682,1.16603
1683,1.16661
1684,1.16719
1685,1.16777
1686,1.16835
1687,1.16893
1688,1.16951
1689,1.17008
1690,1.17066
1691,1.17124
1692,1.17182
1693,1.1724
1694,1.17297
1695,1.17355
1696,1.17413
1697,1.1747
1698,1.17528
1699,1.17586
1700,1.17644
1701,1.17701
1702,1.17759
1703,1.17817
1704,1.17874
1705,1.17932
1706,1.17989
1707,1.18047
1708,1.18105
1709,1.18162
1710,1.1822
1711,1.18277
1712,1.18335
1713,1.18392
1714,1.1845
1715,1.18507
1716,1.18565
1717,1.18622
1718,1.1868
1719,1.18737
1720,1.18795
1721,1.18852
1722,1.1891
1723,1.18967
1724,1.19025
1725,1.19082
1726,1.19139
1727,1.19197
1728,1.19254
1729,1.19311
1730,1.19369
1731,1.19426
1732,1.19483
1733,1.19541
1734,1.19598
1735,1.19655
1736,1.19713
1737,1.1977
1738,1.19827
1739,1.19884
1740,1.19942
1741,1.19999
1742,1.20056
1743,1.20113
1744,1.2017
1745,1.20227
1746,1.20285
1747,1.20342
1748,1.20399
1749,1.20456
1750,1.20513
1751,1.2057
1752,1.20627
1753,1.20684
1754,1.20741
1755,1.20799
1756,1.20856
1757,1.20913
1758,1.2097
1759,1.21027
1760,1.21084
1761,1.21141
1762,1.21198
1763,1.21255
1764,1.21311
1765,1.21368
1766,1.21425
1767,1.21482
1768,1.21539
1769,1.21596
1770,1.21653
1771,1.2171
1772,1.21767
1773,1.21824
1774,1.2188
1775,1.21937
1776,1.21994
1777,1.22051
1778,1.22108
1779,1.22164
1780,1.22221
1781,1.22278
1782,1.22335
1783,1.22391
1784,1.22448
1785,1.22505
1786,1.22561
1787,1.22618
1788,1.22675
1789,1.22732
1790,1.22788
1791,1.22845
1792,1.22901
1793,1.22958
1794,1.23015
1795,1.23071
1796,1.23128
1797,1.23184
1798,1.23241
1799,1.23298
1800,1.23354
1801,1.23411
1802,1.23467
1803,1.23524
1804,1.2358
1805,1.23637
1806,1.23693
1807,1.2375
1808,1.23806
1809,1.23862
1810,1.23919
1811,1.23975
1812,1.24032
1813,1.24088
1814,1.24144
1815,1.24201
1816,1.24257
1817,1.24314
1818,1.2437
1819,1.24426
1820,1.24482
1821,1.24539
1822,1.24595
1823,1.24651
1824,1.24708
1825,1.24764
1826,1.2482
1827,1.24876
1828,1.24933
1829,1.24989
1830,1.25045
1831,1.25101
1832,1.25157
1833,1.25214
1834,1.2527
1835,1.25326
1836,1.25382
1837,1.25438
1838,1.25494
1839,1.2555
1840,1.25606
1841,1.25662
1842,1.25719
1843,1.25775
1844,1.25831
1845,1.25887
1846,1.25943
1847,1.25999
1848,1.26055
1849,1.26111
1850,1.26167
1851,1.26223
1852,1.26279
1853,1.26335
1854,1.2639
1855,1.26446
1856,1.26502
1857,1.26558
1858,1.26614
1859,1.2667
